Hazard ID,File ID,Archived Record Key,LUST Event ID,CS or LUST,Site Name,Address,City,Borough,State,Zip Code,Status,Staff,Landowner,Site Type,Latitude,Longitude,Horizontal Datum
26430,2601.38.116,,,CSP,ADOT&PF Kalsin Bay Maintenance Station Class V Injection Well,MP 31.1 Chiniak Highway; ~11 Miles SSE of Kodiak,Kodiak,Kodiak Island,AK,99615,Open,Grant Lidren,ADOT&PF - Juneau,Highway Maintenance Station,57.588858,-152.436003,WGS84
26443,180.38.010,,,CSP,ADOT&PF Livengood Maintenance Station Class V Injection Well,MP 71 Elliot Highway,Livengood,,AK,99730,Open,John Carnahan,ADOT&PF - Northern Region,Highway Maintenance Station,65.522884,-148.548625,WGS84
26458,2524.38.002,,,CSP,Chiniak School 500-Gallon HOT,42551 Chiniak Highway,Chiniak,Kodiak Island,AK,99615,Open,Chelsy Passmore,Kodiak Island Borough,School,57.613643,-152.234549,WGS84
26489,100.38.269,,,CSP,ADOT&PF Former Holiday House Apartments,655 University Avenue,Fairbanks,Fairbanks North Star,AK,99709,Open,Janice Wiegers,ADOT&PF - Northern Region,Residence,64.847281,-147.809848,WGS84
26500,470.38.003,,,CSP,ADOT&PF SREB - Ambler,Ambler Airport; SE of S End of N/S Runway,Ambler,Northwest Arctic,AK,99786,Cleanup Complete, No Longer Assigned,City of Ambler,Maintenance Yard/Shop,67.100335,-157.857073,WGS84
26536,2264.38.041,,,CSP,ADOT&PF Valdez Airport Maintenance Station Class V Injection Well,"296 Valdez Airport Road; Lot 1a, Block 300 Valdez Airport",Valdez,Valdez Cordova,AK,99686,Open,John Carnahan,ADOT&PF - Northern Region,Airport/Airfield,61.130897,-146.246139,WGS84
26544,110.38.012,,,CSP,ADOT&PF Nenana Maintenance Station Class V Injection Well,NE of 6th Street and D Street Intersection,Nenana,Yukon Koyukuk,AK,99760,Open,John Carnahan,ADOT&PF - Northern Region,Maintenance Yard/Shop,64.559078,-149.08647,WGS84
26545,2314.38.037,,,CSP,ADOT&PF Homer Maintenance Station Class V Injection Well,3450 Sterling Highway; MP 169,Homer,Kenai Peninsula,AK,99603,Open,Grant Lidren,ADOT&PF - Juneau,Highway Maintenance Station,59.659793,-151.642845,WGS84
26554,175.38.004,,,CSP,ADOT&PF Central Maintenance Station Class V Injection Well,MP 128.1 Steese Highway,Central,Yukon Koyukuk,AK,99730,Open,John Carnahan,ADOT&PF - Northern Region,Highway Maintenance Station,65.573142,-144.794752,WGS84
26558,2215.38.030,,,CSP,ADOT&PF Cordova Maintenance Station Class V Injection Well,MP 11.7 Copper River Highway,Cordova,Valdez Cordova,AK,99574,Open,John Carnahan,ADOT&PF - Northern Region,Highway Maintenance Station,60.499397,-145.48054,WGS84
26568,152.38.004,,,CSP,ADOT&PF Healy Maintenance Station Class V Injection Well,Mile 18 of Healy Spur Road,Healy,Yukon Koyukuk,AK,99743,Open,John Carnahan,ADOT&PF - Northern Region,Highway Maintenance Station,63.870811,-149.013302,WGS84
26569,120.38.015,,,CSP,ADOT&PF Delta Junction Maintenance Station Class V Injection Well,MP 265.5 Richardson Highway; Intersection of Alaska & Richardson Highways,Delta Junction,Southeast Fairbanks,AK,99737,Open,John Carnahan,ADOT&PF - Northern Region,Highway Maintenance Station,64.035927,-145.73247,WGS84
26571,2269.38.003,,,CSP,ADOT&PF Chulitna Maintenance Station Class V Injection Well,MP 121.1 Parks Highway; 6 Miles North of Trapper Creek,Trapper Creek,Matanuska Susitna,AK,99683,Open,Grant Lidren,State of Alaska - ADOTPF DES-Design / Engineering Svcs,Highway Maintenance Station,62.404949,-150.260958,WGS84
26572,180.38.011,,,CSP,ADOT&PF Manley Maintenance Station Class V Injection Well,MP 150.2 Elliot Highway,Manley Hot Spgs,Yukon Koyukuk,AK,99756,Open,John Carnahan,ADOT&PF - Northern Region,Highway Maintenance Station,65.007347,-150.611986,WGS84
26574,140.38.054,,,CSP,ADOT&PF Paxson Maintenance Station Class V Injection Well,MP 185 Richardson Highway; 0.3 Miles N of Denali Highway Intersection,Paxson,Southeast Fairbanks,AK,99737,Open,John Carnahan,ADOT&PF - Northern Region,Highway Maintenance Station,63.033792,-145.495579,WGS84
26579,2315.38.004,,,CSP,ADOT&PF Silvertip Maintenance Station Class V Injection Well,35200 Hope Road; 0.2 Mile Hope Road; Just N of MP 56.3 Seward Highway,Hope,Kenai Peninsula,AK,99605,Open,Grant Lidren,State of Alaska - ADOTPF DES-Design / Engineering Svcs,Highway Maintenance Station,60.785035,-149.42933,WGS84
26614,2569.38.031,,,CSP,ADOT&PF King Salmon Airport Block 700 Lot 2,King Salmon-Naknek Road; King Salmon Airport Block 700 Lot 2,King Salmon,Bristol Bay,AK,99613,Open,Chelsy Passmore,ADOT&PF - Juneau,Airport/Airfield,58.674014,-156.658602,WGS84
26642,105.38.009,,,CSP,UAF Copper Lane House #517,517 Copper Lane,Fairbanks,Fairbanks North Star,AK,99775,Open,Shawn Tisdell,University of Alaska - Fairbanks,Commercial/Retail/Office ,64.857606,-147.825865,WGS84
26654,1511.38.007,,,CSP,Copper City Mine,"Hetta Inlet, Prince of Wales Island; ~10 miles SE of Hydaburg",Hydaburg,Prince Wales Ketchik,AK,99922,Open,Anne Marie Palmieri,ADNR,Mining Operation,55.13548,-132.610663,NAD83
26656,1511.38.008,,,CSP,Coppermount Smelter,"Copper Harbor in Hetta Inlet, Prince of Wales Island; ~8.5 Miles W of Hydaburg",Hydaburg,Prince Wales Ketchik,AK,99922,Open,Anne Marie Palmieri,ADNR,Mining Operation,55.217099,-132.610681,NAD83
26657,2259.38.005,,,CSP,Apex Mine,Landlocked Bay; ~3.5 Miles E of Tatitlek,Tatitlek,Valdez Cordova,AK,99677,Open,Anne Marie Palmieri,ADNR - Fairbanks,Mining Operation,60.85472,-146.57634,NAD83
26658,2259.38.006,,,CSP,Fidalgo Mine Blackney Prospect,"South Side of Port Fidalgo, Near Whalen Bay; ~13.5 Miles NNW of Tatitlek",Tatitlek,Valdez Cordova,AK,99677,Open,Anne Marie Palmieri,ADNR - Fairbanks,Mining Operation,60.79834,-146.30318,NAD83
26659,2259.38.007,,,CSP,Ellamar Mine,Virgin Bay in Prince William Sound; ~2.3 Miles NNW of Tatitlek,Tatitlek,Valdez Cordova,AK,99677,Open,Anne Marie Palmieri,ADNR - Fairbanks,Mining Operation,60.894865,-146.702285,NAD83
26660,2258.38.009,,,CSP,Reynolds Alaska Mine,Head of Boulder Bay in Prince William Sound; ~2 Miles NE of Tatitlek,Tatitlek,Valdez Cordova,AK,99677,Open,Anne Marie Palmieri,ADNR - Fairbanks,Mining Operation,60.88317,-146.63072,NAD83
26661,2259.38.009,,,CSP,Threeman Mine,Head of Landlocked Bay; ~4.8 Miles E of Tatitlek,Tatitlek,Valdez Cordova,AK,99677,Open,Anne Marie Palmieri,ADNR - Fairbanks,Mining Operation,60.85304,-146.5376,NAD83
26662,2259.38.010,,,CSP,Hoodoo Claim,Landlocked Bay; ~4.5 Miles E of Tatitlek,Tatitlek,Valdez Cordova,AK,99677,Open,Anne Marie Palmieri,ADNR - Fairbanks,Mining Operation,60.84868,-146.54919,NAD83
26663,2264.38.043,,,,ADOT&PF Thompson Pass Maintenance Station Class V Injection Well,MP 26.8 Richardson Highway,Paxson,Southeast Fairbanks,AK,99737,Open,John Carnahan,ADOT&PF - Northern Region,Maintenance Yard/Shop,61.140813,-145.749264,WGS84
26681,2319.38.008,,,CSP,ADNR Coal Creek Country Estates Trujillo Addn Lot 4B,26035 Williamson Lane,Kasilof,Kenai Peninsula,AK,99610,Open,Grant Lidren,Alaska Dept. of Natural Resources (ADNR) - Parks,Park/Recreation Area,60.358318,-151.278333,WGS84
26682,2319.38.009,,,CSP,ADNR Coal Creek Country Estates Addn 6 Tract A,25951 Williamson Lane,Kasilof,Kenai Peninsula,AK,99610,Open,Grant Lidren,Alaska Dept. of Natural Resources (ADNR) - Parks,Park/Recreation Area,60.35732,-151.279231,WGS84
26689,102.38.196,,,CSP,ADOT&PF Illinois Street Right of Way Near Church Street,Illinois Street Right of Way Near Church Street,Fairbanks,Fairbanks North Star,AK,99701,Open,Bill O'Connell,ADOT&PF - Northern Region,Other,64.847129,-147.721582,WGS84
26690,102.38.197,,,CSP,ADOT&PF South Cushman Street Right of Way Near 16th Avenue,South Cushman Street Right of Way Near 16th Avenue,Fairbanks,Fairbanks North Star,AK,99701,Open,Bill O'Connell,ADOT&PF - Northern Region,Other,64.833439,-147.716942,WGS84
26695,2658.38.007,,,CSP,ADOT&PF SREB - Togiak,Bay Street; East of Togiak Airport; SE Corner of Main Apron,Togiak,Dillingham,AK,99678,Open,Joy Whitsel,ADOT&PF - Anchorage,Maintenance Yard/Shop,59.05158,-160.394646,WGS84
26696,560.38.004,,,CSP,ADOT&PF SREB - Brevig Mission,Clarence Road; West Side of Brevig Mission Airport,Brevig Mission,Nome,AK,99785,Open,Erin Gleason,ADOT&PF - Northern Region,Maintenance Yard/Shop,65.3316,-166.474518,WGS84
26697,2423.38.007,,,CSP,ADOT&PF SREB - Kotlik,Kotlik Airport; End of Curry Street,Kotlik,Wade Hampton,AK,99620,Open,Erin Gleason,ADOT&PF - Northern Region,Maintenance Yard/Shop,63.036084,-163.529377,WGS84
26700,2621.38.005,,,CSP,Nikolski School Vertical ASTs,Intersection of Main and B Streets,Nikolski,Aleutian Islands,AK,99638,Open,Erin Gleason,Aleutians Region School District,School,52.940075,-168.860188,WGS84
26707,1511.38.009,,,CSP,Hydaburg School Staff Housing,Bayview Street,Hydaburg,Prince Wales Ketchik,AK,99922,Open,Amy Rodman,Hydaburg City School District,Residence,55.207086,-132.827434,WGS84
26713,1513.38.102,,,CSP,Governor Residence - 716 Calhoun Avenue Lead,719 Calhoun Avenue,Juneau,Juneau,AK,99801,Open,Amy Rodman,Alaska Dept. of Admin. DGS-General Services- Juneau,Residence,58.302719,-134.414722,WGS84
26727,2314.38.039,,,CSP,ADOT&PF Homer Maintenance Station AST,3450 Sterling Highway; MP 68.9 Sterling Highway,Homer,Kenai Peninsula,AK,99603,Open,Paul Horwath,State of Alaska - ADOTPF DES-Design / Engineering Svcs,Highway Maintenance Station,59.65936,-151.642433,WGS84
26743,1545.38.003,,,CSP,ADNR Naukati Trespass Shooting Range,USFS Road 2060; ~16 Miles SW of Coffman Cove; Prince of Wales Island,Coffman Cove,Prince Wales Ketchik,AK,99918,Open,Anne Marie Palmieri,ADNR,Firing Range,55.88193,-133.19618,NAD83
26745,2569.38.032,,,CSP,ADOT&PF King Salmon Airport Sand Storage Bldg,King Salmon Airport; 400 Ft. SW of Intersection of AK Peninsula Hwy and King Salmon Airport Rd,King Salmon,Bristol Bay,AK,99613,Open,Joshua Barsis,ADOT&PF - Anchorage,Airport/Airfield,58.675226,-156.655786,WGS84
26753,2661.38.016,,,CSP,ADOT&PF Unalaska Airport Revetment #2,Unalaska Airport; N Side of Runway; Airport Beach Road,Dutch Harbor,Aleutian Islands,AK,99692,Open,Grant Lidren,ADOT&PF - Anchorage,Airport/Airfield,53.8984,-166.5423,WGS84
4021,"700.38.003, 700.57.001",2.00331E+12,,CSP,Arctic Village School Standby Gen.,NE Section of Town,Arctic Village,Yukon Koyukuk,AK,99722,Open,Janice Wiegers,Native Village of Venetie Tribal Government,School,68.128621,-145.534552,WGS84
1599,"700.38.001, 700.57.001",1.99231E+12,,CSP,Arctic Village School,East Fork Chandalar River,Arctic Village,Yukon Koyukuk,AK,99722,Open,Janice Wiegers,Native Village of Venetie Tribal Government,School,68.128649,-145.533902,WGS84
